price,grade,zipcode_valormedio,sqft_living
305000,8,311580.33638025593,2460
395000,8,334921.0626780627,2030
215000,6,316742.3905579399,880
410000,7,594706.5422740525,1320
440000,7,423736.9058295964,2160
1160000,11,617053.9660194175,4190
500000,7,387011.5902636917,2280
961000,8,863228.9432314411,2590
825000,9,617053.9660194175,2770
734000,8,585048.7790697674,2145
490000,7,296187.98046875,4480
175000,7,302896.7392857143,1780
190000,6,418019.36094674555,720
305000,7,234284.0351758794,2050
1300000,8,676419.3921568628,2040
417000,6,418019.36094674555,920
275000,5,585048.7790697674,680
661000,8,645244.2264808363,1940
435000,8,469928.76772616134,2230
788000,8,810289.6964285715,2910
1800000,10,1194873.6382978724,5270
408000,7,418019.36094674555,2820
570000,8,594706.5422740525,1790
1540000,9,863228.9432314411,2920
400000,7,551768.5209125475,840
247000,8,286742.81162324647,1820
453000,7,469928.76772616134,1550
235000,6,418019.36094674555,1270
675000,7,424734.60451977403,2460
516200,6,418019.36094674555,2110
650000,6,489382.0170940171,920
257100,7,316742.3905579399,1500
457000,8,677215.034739454,1440
540000,7,576834.808318264,1610
268000,8,251296.24,1970
300000,7,645628.2261484099,1150
380000,8,300340.40293040295,2110
725000,9,367091.48387096776,3580
249000,7,311580.33638025593,1000
274000,7,423736.9058295964,1680
1780000,10,1356523.9905362776,3950
396500,8,469928.76772616134,2390
460000,7,387011.5902636917,1820
277000,7,418019.36094674555,1100
449500,7,355678.51612903224,2280
785950,7,1096239.0074349442,2530
545000,8,521740.0146788991,1940
244000,7,294111.27857142856,1360
165000,7,311580.33638025593,1660
435000,7,579109.8082706766,800
642000,10,685675.8435374149,2670
340000,7,284908.5964912281,1720
730000,9,682885.9898989899,3550
563250,7,634558.1448275862,1370
675000,8,612642.738317757,2820
620000,8,576834.808318264,1620
275000,7,355678.51612903224,1290
270000,7,462488.8692579505,1830
325000,8,334921.0626780627,2040
476100,7,612642.738317757,1850
700000,8,1356523.9905362776,1300
220000,7,311580.33638025593,1620
236000,7,286742.81162324647,1560
790000,9,576834.808318264,2600
350000,7,355678.51612903224,2010
130000,6,359496.2604166667,780
283200,8,296187.98046875,1982
273000,6,424734.60451977403,1500
599000,8,645244.2264808363,2460
460000,8,294111.27857142856,2680
1160000,10,570073.5201465201,5860
385000,7,521740.0146788991,1720
264250,6,310612.75572519086,1420
608000,8,849714.8097826086,1760
450000,9,311580.33638025593,2790
1760000,9,1096239.0074349442,2360
339950,7,310612.75572519086,1890
760000,8,585048.7790697674,3810
350000,7,585048.7790697674,1160
541500,8,281194.8698060942,2320
730000,7,617254.0212765958,3280
215000,6,319581.3940298507,980
420000,7,790734.704735376,1640
655000,8,859938.5542168674,2060
240000,7,300340.40293040295,1500
730000,7,792187.8738170346,2360
390000,7,803990.8194444445,1940
473000,7,859938.5542168674,1280
698000,10,420895.47536945814,3630
511000,9,462488.8692579505,1820
358000,7,634558.1448275862,960
499990,7,617254.0212765958,1630
322000,7,289078.3455882353,1940
201000,7,300340.40293040295,980
765000,9,464322.38976377953,3140
920000,9,618695.1090909091,2880
360000,7,423736.9058295964,1650
297300,8,334921.0626780627,1980
399000,6,803990.8194444445,860
400000,7,387011.5902636917,1430
230000,6,493625.3098290598,1260
290000,7,319581.3940298507,960
323800,8,286742.81162324647,2060
574500,9,469928.76772616134,1430
505000,8,792187.8738170346,1670
372500,7,387011.5902636917,880
425000,7,645244.2264808363,1300
446250,9,440232.31363636366,2380
330000,4,423665.99,520
608095,9,521740.0146788991,2680
550000,8,859938.5542168674,2140
265000,7,296187.98046875,1820
399888,7,387011.5902636917,1820
430000,7,576834.808318264,1050
554990,8,462488.8692579505,2100
359950,8,367091.48387096776,2210
405000,6,579109.8082706766,860
280000,7,521740.0146788991,870
479950,8,353619.07472527475,2570
575000,9,617053.9660194175,2980
392000,8,353619.07472527475,2360
760500,9,570073.5201465201,2310
435000,8,424815.06315789477,2300
1570000,10,1356523.9905362776,2810
261000,7,289078.3455882353,2040
1480000,9,863228.9432314411,3290
853800,9,594706.5422740525,2960
657500,9,685675.8435374149,2670
331950,8,334921.0626780627,2530
514000,8,551768.5209125475,1720
496000,9,489382.0170940171,3090
1090000,11,645244.2264808363,3930
195700,7,311580.33638025593,1120
1400000,9,1096239.0074349442,3960
1180000,10,682885.9898989899,4060
643403,9,645628.2261484099,2350
357000,7,300340.40293040295,2380
865000,7,1356523.9905362776,1480
905000,10,617254.0212765958,2930
265000,6,302896.7392857143,1290
535000,9,420895.47536945814,2730
450000,6,576834.808318264,1290
460500,8,493625.3098290598,2170
315000,7,310612.75572519086,1850
607500,8,645628.2261484099,2110
432000,7,585048.7790697674,960
1700000,10,792187.8738170346,3910
479000,8,367091.48387096776,2590
475000,9,353619.07472527475,3080
415000,7,469928.76772616134,1630
450000,6,576834.808318264,910
1140000,8,790734.704735376,2780
430000,7,420895.47536945814,3880
296000,7,353619.07472527475,1360
303000,7,281194.8698060942,2560
641000,8,790734.704735376,2600
280000,7,619944.1492281304,1220
260750,7,294111.27857142856,1560
601000,8,790734.704735376,2080
255000,6,464322.38976377953,1490
555000,8,645244.2264808363,2020
865000,8,2161300.0,1530
1390000,9,1356523.9905362776,3450
315000,7,334921.0626780627,1400
200000,7,281194.8698060942,1730
357000,7,469928.76772616134,1370
390000,8,634558.1448275862,1050
462000,7,676419.3921568628,2840
174500,7,302896.7392857143,1010
305000,6,387011.5902636917,1210
449000,8,387011.5902636917,1720
260000,6,424734.60451977403,2710
751000,9,645244.2264808363,3110
370037,7,387011.5902636917,1250
229950,7,334921.0626780627,1900
349000,8,353619.07472527475,1740
348000,8,353619.07472527475,2070
1220000,9,594706.5422740525,3030
510000,10,286742.81162324647,3610
265000,7,286742.81162324647,1520
1250000,10,863228.9432314411,2780
937500,11,455617.1129032258,5545
485000,8,490377.1076923077,2590
489000,7,619944.1492281304,1150
400000,7,551768.5209125475,920
638000,9,645244.2264808363,2110
440000,7,645244.2264808363,1170
305000,7,469928.76772616134,1900
649950,7,469928.76772616134,1900
680000,9,790734.704735376,3290
629000,9,493625.3098290598,2660
555000,8,612642.738317757,2160
669000,8,682885.9898989899,2700
272000,8,334921.0626780627,1980
270000,7,310612.75572519086,2600
215000,6,294111.27857142856,1280
690000,7,1194873.6382978724,1710
256000,7,310612.75572519086,1270
255000,7,300340.40293040295,1890
550000,7,585048.7790697674,3440
410000,7,359496.2604166667,1190
410000,7,551768.5209125475,1030
259000,7,304262.1082089552,1240
292000,7,240328.3717472119,1730
1650000,11,803990.8194444445,4610
518000,7,618695.1090909091,1590
485000,8,612642.738317757,1760
259500,7,334921.0626780627,1330
354000,8,367091.48387096776,2340
999950,8,1356523.9905362776,3740
464500,7,859938.5542168674,1150
300000,7,367091.48387096776,1750
1080000,8,418019.36094674555,3890
309950,7,286742.81162324647,1770
315000,7,319581.3940298507,1160
499950,7,619944.1492281304,1440
780000,8,849714.8097826086,2600
885000,8,1194873.6382978724,2640
500000,7,1096239.0074349442,1010
329000,8,294111.27857142856,1840
246000,7,353619.07472527475,1720
405000,7,803990.8194444445,1280
349000,7,493625.3098290598,1700
374950,8,300340.40293040295,1980
306000,7,521740.0146788991,1160
416000,7,645628.2261484099,1980
560000,8,420895.47536945814,1960
260000,7,423736.9058295964,1270
306500,8,294111.27857142856,2060
299950,7,353619.07472527475,1980
265500,8,334921.0626780627,1450
219000,7,281194.8698060942,1200
365000,8,570073.5201465201,1830
499000,7,423665.99,2090
366000,7,521740.0146788991,1510
514950,8,576834.808318264,1310
875000,10,790734.704735376,3790
831000,8,810289.6964285715,2240
689900,9,617053.9660194175,2740
315000,7,367091.48387096776,1660
336500,7,387011.5902636917,1480
1100000,8,1096239.0074349442,2640
375000,7,387011.5902636917,1900
289275,9,424815.06315789477,2860
455000,8,302896.7392857143,3440
505000,8,521740.0146788991,1640
450000,7,424734.60451977403,1450
567500,8,529629.7824675324,2300
265000,7,304262.1082089552,1460
340000,8,455617.1129032258,1570
375000,6,424815.06315789477,1540
920000,8,585048.7790697674,3300
850000,9,1194873.6382978724,2130
202000,7,311580.33638025593,1010
725000,9,682885.9898989899,2420
900000,10,859938.5542168674,3870
680200,8,585048.7790697674,1960
216500,6,316742.3905579399,1170
325000,7,294111.27857142856,1890
675000,9,645244.2264808363,2250
435000,4,521740.0146788991,750
263500,7,423665.99,1610
550000,8,682885.9898989899,2590
875000,9,618695.1090909091,2520
246600,7,286742.81162324647,1340
337000,8,387011.5902636917,1460
240000,7,367091.48387096776,1380
490000,8,810289.6964285715,1510
510000,7,617053.9660194175,2510
305000,7,521740.0146788991,910
350000,7,424815.06315789477,1970
284200,7,310612.75572519086,1540
357000,7,367091.48387096776,1980
854000,10,645244.2264808363,3150
1180000,10,790734.704735376,4700
1000000,8,2161300.0,2300
616500,8,585048.7790697674,1880
750000,7,576834.808318264,2640
650000,8,645244.2264808363,3900
275000,8,251296.24,2670
540000,7,863228.9432314411,1840
225000,6,281194.8698060942,1120
845000,10,859938.5542168674,2970
490000,6,424734.60451977403,1410
753000,9,612642.738317757,3060
475000,7,521740.0146788991,2490
124000,6,240328.3717472119,840
224000,6,240328.3717472119,840
485000,7,576834.808318264,1130
230000,6,310612.75572519086,1850
372000,7,300340.40293040295,2330
306000,7,311580.33638025593,1880
905000,9,619944.1492281304,2980
440000,7,618695.1090909091,1440
280000,7,311580.33638025593,1630
435000,7,455617.1129032258,1778
425000,8,612642.738317757,1930
204950,7,289078.3455882353,1130
670000,7,803990.8194444445,1650
475000,7,585048.7790697674,820
352000,7,240328.3717472119,2900
575000,7,645628.2261484099,2330
1730000,10,1194873.6382978724,4440
491000,8,355678.51612903224,1660
750000,9,790734.704735376,3020
830000,8,645244.2264808363,1850
1140000,10,529629.7824675324,5960
137124,6,353619.07472527475,960
225000,6,418019.36094674555,1150
732600,7,810289.6964285715,2130
818000,8,859938.5542168674,2460
431000,9,311580.33638025593,2360
304000,7,387011.5902636917,1320
650000,7,1096239.0074349442,1910
450000,8,645244.2264808363,1610
269000,7,420895.47536945814,1610
875000,7,1356523.9905362776,1160
890000,8,1194873.6382978724,2870
565000,8,570073.5201465201,2280
448175,8,634558.1448275862,1370
680000,9,790734.704735376,2970
629000,8,286742.81162324647,1460
494000,8,792187.8738170346,1570
1100000,9,899607.6730769231,2880
450000,7,521740.0146788991,1900
330000,8,493625.3098290598,2020
960000,10,859938.5542168674,3110
360000,9,281194.8698060942,2390
378000,8,367091.48387096776,2150
499950,7,551768.5209125475,1340
450000,7,570073.5201465201,1990
523500,7,618695.1090909091,1600
600000,9,682885.9898989899,2680
290000,8,311580.33638025593,2080
176000,7,367091.48387096776,1340
885000,7,880077.752293578,2590
483000,7,863228.9432314411,1240
240000,7,311580.33638025593,1310
720000,8,576834.808318264,2530
311000,7,353619.07472527475,1780
332500,7,418019.36094674555,1600
164950,7,464322.38976377953,1570
371000,7,464322.38976377953,1570
264500,7,300340.40293040295,1650
1740000,9,1096239.0074349442,2920
503000,6,863228.9432314411,870
738000,9,619944.1492281304,2830
393000,7,585048.7790697674,980
280000,7,489382.0170940171,990
260000,8,294111.27857142856,2360
505000,7,618695.1090909091,1000
241000,7,296187.98046875,1660
530000,7,645244.2264808363,1520
713000,8,418019.36094674555,1180
487000,7,387011.5902636917,1770
128000,6,311580.33638025593,980
210500,7,302896.7392857143,1840
420000,7,493625.3098290598,1810
679000,8,619944.1492281304,1780
784950,9,645244.2264808363,2840
352000,9,334921.0626780627,2650
386000,7,792187.8738170346,1270
335000,7,359496.2604166667,1260
472500,7,790734.704735376,1750
599950,8,462488.8692579505,2680
963990,9,677215.034739454,3830
735000,8,594706.5422740525,1610
858450,10,685675.8435374149,3840
665000,7,863228.9432314411,2670
290000,7,367091.48387096776,2000
250000,7,355678.51612903224,860
192500,7,296187.98046875,1420
350000,8,464322.38976377953,2060
518000,8,493625.3098290598,2790
563000,7,579109.8082706766,1410
375000,7,289078.3455882353,2420
400000,8,585048.7790697674,1460
240000,7,286742.81162324647,2460
317500,6,634558.1448275862,1000
1320000,10,617254.0212765958,4420
234000,6,367091.48387096776,1240
645000,9,645628.2261484099,1740
649000,7,619944.1492281304,1280
605000,8,617053.9660194175,2520
337900,7,676419.3921568628,1500
535000,8,634558.1448275862,2490
325000,7,355678.51612903224,1530
429950,8,493625.3098290598,1740
775000,9,682885.9898989899,3550
650000,7,1096239.0074349442,1280
1200000,8,1194873.6382978724,2320
275000,5,423736.9058295964,1140
575000,9,424815.06315789477,3930
540000,7,423736.9058295964,2370
640000,7,594706.5422740525,2340
275000,7,353619.07472527475,1240
672800,9,685675.8435374149,2740
495000,7,617254.0212765958,1940
820000,10,682885.9898989899,2950
475000,7,423736.9058295964,1980
1280000,10,576834.808318264,2850
380000,7,682885.9898989899,1160
397500,8,353619.07472527475,2130
352000,7,418019.36094674555,2420
893880,8,859938.5542168674,2820
635000,8,685675.8435374149,3710
420000,7,521740.0146788991,1770
503000,7,579109.8082706766,1260
689000,7,359496.2604166667,2330
749500,7,585048.7790697674,2490
1150000,9,810289.6964285715,4090
563500,8,424815.06315789477,2800
480000,8,462488.8692579505,2440
374950,9,286742.81162324647,2540
308950,7,367091.48387096776,1600
445000,7,319581.3940298507,2680
237200,7,311580.33638025593,1220
453500,7,469928.76772616134,1550
616500,7,619944.1492281304,2080
1250000,10,790734.704735376,5000
396000,5,576834.808318264,630
210000,6,359496.2604166667,1070
539000,7,618695.1090909091,1900
605000,8,464322.38976377953,2960
437500,6,576834.808318264,1490
215000,7,300340.40293040295,1500
440000,7,529629.7824675324,2410
525000,7,469928.76772616134,2000
319900,7,440232.31363636366,1140
335000,7,682885.9898989899,1120
485000,9,367091.48387096776,2900
359999,8,286742.81162324647,3220
799000,8,810289.6964285715,2500
280000,7,284908.5964912281,1610
1050000,8,1096239.0074349442,2250
290000,6,304262.1082089552,1240
235000,7,304262.1082089552,1660
495000,7,585048.7790697674,2080
290000,8,251296.24,1880
230000,7,300340.40293040295,1050
234000,7,286742.81162324647,1480
597400,7,677215.034739454,2420
370000,7,493625.3098290598,2190
755000,9,645244.2264808363,2660
342000,7,296187.98046875,2430
497000,7,634558.1448275862,770
835000,8,617053.9660194175,3060
730000,9,859938.5542168674,2920
655000,7,880077.752293578,1370
205000,8,367091.48387096776,1870
632750,7,1096239.0074349442,1800
330000,7,240328.3717472119,2100
527500,7,617254.0212765958,2530
716500,9,790734.704735376,3290
388500,7,529629.7824675324,1890
530000,7,810289.6964285715,1680
419000,8,493625.3098290598,2170
385000,7,645244.2264808363,1200
655000,8,685675.8435374149,2990
1700000,9,594706.5422740525,3770
279000,7,311580.33638025593,1020
262000,7,286742.81162324647,1700
533000,7,576834.808318264,1550
640000,8,676419.3921568628,1680
285000,7,334921.0626780627,1680
458400,8,676419.3921568628,1910
620000,7,521740.0146788991,3160
465000,6,803990.8194444445,2020
690000,8,645244.2264808363,3210
462500,7,682885.9898989899,2350
369950,8,367091.48387096776,1910
124500,5,281194.8698060942,840
950000,9,810289.6964285715,2620
418000,7,645628.2261484099,1220
160000,6,234284.0351758794,1060
457000,8,423736.9058295964,2200
530000,6,424734.60451977403,2120
385000,7,645628.2261484099,1250
491000,7,645628.2261484099,1440
521000,8,645628.2261484099,1890
255000,7,316742.3905579399,1140
292050,7,310612.75572519086,2840
326000,7,420895.47536945814,1880
300000,6,424734.60451977403,750
291600,7,353619.07472527475,1630
435000,7,617053.9660194175,1720
465000,8,576834.808318264,1600
200000,7,234284.0351758794,1230
238000,7,420895.47536945814,1610
455000,7,645628.2261484099,1320
230000,7,294111.27857142856,2180
808000,8,1096239.0074349442,2190
578500,7,585048.7790697674,1490
390000,7,619944.1492281304,1463
517500,8,612642.738317757,1800
755000,9,594706.5422740525,2880
579500,7,576834.808318264,1250
649950,9,618695.1090909091,1670
228000,7,310612.75572519086,2000
665000,7,619944.1492281304,2280
689000,9,645244.2264808363,2110
560000,8,645244.2264808363,2520
529000,7,551768.5209125475,1590
375000,8,493625.3098290598,2100
325000,6,359496.2604166667,2090
583000,10,294111.27857142856,3390
330000,6,423736.9058295964,790
262000,7,334921.0626780627,1970
555000,8,529629.7824675324,2870
585000,7,418019.36094674555,1110
425590,8,529629.7824675324,1940
235000,6,424734.60451977403,720
362362,6,418019.36094674555,710
252000,7,367091.48387096776,1370
439000,9,353619.07472527475,2690
465000,9,334921.0626780627,3360
249900,7,286742.81162324647,1500
665000,8,424734.60451977403,2600
370000,7,521740.0146788991,1160
620000,7,1096239.0074349442,1430
375000,8,676419.3921568628,1870
552625,8,387011.5902636917,2560
315500,7,521740.0146788991,1160
620000,8,617053.9660194175,1680
510000,8,859938.5542168674,2010
652500,9,677215.034739454,2540
574000,8,677215.034739454,3240
430000,9,367091.48387096776,2670
390000,7,469928.76772616134,1080
466500,7,576834.808318264,1430
315000,7,645244.2264808363,1290
220000,7,286742.81162324647,1240
325000,7,296187.98046875,1840
365000,7,387011.5902636917,1120
356000,9,289078.3455882353,2100
380000,8,469928.76772616134,2030
579000,8,645244.2264808363,2030
682000,7,863228.9432314411,890
499000,7,645244.2264808363,1750
333760,7,645244.2264808363,1300
745000,11,790734.704735376,2650
380000,7,420895.47536945814,1750
435000,8,585048.7790697674,1440
520000,7,619944.1492281304,1700
965000,10,570073.5201465201,3920
270000,7,240328.3717472119,1470
1100000,8,1096239.0074349442,2520
577500,8,859938.5542168674,2140
650000,7,579109.8082706766,1550
1230000,11,1194873.6382978724,3180
1900000,11,1194873.6382978724,6510
475000,7,619944.1492281304,1440
200000,7,286742.81162324647,1150
397000,8,440232.31363636366,2320
383610,7,423736.9058295964,1230
275000,7,296187.98046875,2060
840000,8,424734.60451977403,2783
365000,8,353619.07472527475,2140
362000,8,612642.738317757,1420
350000,7,355678.51612903224,2090
200000,7,455617.1129032258,1320
299000,8,286742.81162324647,2300
555000,8,420895.47536945814,3050
1330000,10,676419.3921568628,2960
896000,8,1194873.6382978724,2520
550000,8,792187.8738170346,1740
324500,7,469928.76772616134,1300
312500,7,645628.2261484099,1170
485000,7,489382.0170940171,1946
511000,7,619944.1492281304,1250
139500,7,311580.33638025593,1230
464000,8,493625.3098290598,2180
255000,7,286742.81162324647,1740
679975,8,529629.7824675324,3830
624800,8,1194873.6382978724,2250
920000,9,685675.8435374149,2590
1370000,9,863228.9432314411,2090
510000,8,645244.2264808363,2400
289659,7,300340.40293040295,2260
585000,8,529629.7824675324,2910
555000,8,367091.48387096776,3640
940000,8,790734.704735376,3770
460000,7,645244.2264808363,1600
319000,7,300340.40293040295,2110
280000,7,493625.3098290598,1720
250000,5,529629.7824675324,1100
749950,9,685675.8435374149,2620
458000,8,490377.1076923077,3090
465000,8,529629.7824675324,1890
580000,8,585048.7790697674,1850
700000,10,682885.9898989899,3100
350000,8,286742.81162324647,2506
456000,7,645244.2264808363,1700
290000,7,302896.7392857143,1550
475000,7,493625.3098290598,2200
285000,7,367091.48387096776,1890
309000,7,240328.3717472119,1140
860000,9,677215.034739454,3740
219000,8,311580.33638025593,1940
546500,8,685675.8435374149,2130
338000,7,418019.36094674555,1470
505000,7,576834.808318264,1070
340000,7,455617.1129032258,1680
678000,9,685675.8435374149,2730
800000,8,1194873.6382978724,1890
112000,6,234284.0351758794,1080
252000,6,286742.81162324647,1440
335000,7,353619.07472527475,2540
610000,8,1356523.9905362776,2300
245000,7,286742.81162324647,1690
493500,8,645628.2261484099,1800
596500,8,645244.2264808363,1770
245000,6,418019.36094674555,1190
333500,7,462488.8692579505,1320
373000,7,570073.5201465201,1290
759900,8,645244.2264808363,3000
317000,7,387011.5902636917,1358
670000,7,594706.5422740525,1220
985000,7,464322.38976377953,2720
310000,6,319581.3940298507,1060
750000,9,645244.2264808363,3020
408000,7,645244.2264808363,1640
900000,10,685675.8435374149,3870
460000,8,423736.9058295964,2860
339000,7,310612.75572519086,1740
660000,7,880077.752293578,1140
449950,9,300340.40293040295,3290
235000,7,310612.75572519086,1210
769000,9,462488.8692579505,3320
428000,8,677215.034739454,1350
445000,8,570073.5201465201,1990
462000,7,521740.0146788991,2060
775000,7,579109.8082706766,1460
605000,8,645628.2261484099,2250
193500,7,440232.31363636366,950
389950,9,286742.81162324647,3140
790000,10,790734.704735376,3560
442000,7,424734.60451977403,1410
890000,8,1194873.6382978724,2770
235000,7,234284.0351758794,1864
495000,8,619944.1492281304,1930
600000,10,423665.99,3870
1400000,10,792187.8738170346,2020
251000,7,302896.7392857143,1300
471000,8,493625.3098290598,3410
597000,8,682885.9898989899,2370
804000,9,859938.5542168674,2770
357000,7,423736.9058295964,1250
419990,8,612642.738317757,1690
725000,10,617053.9660194175,3040
275000,7,334921.0626780627,2710
445000,7,440232.31363636366,1190
510000,9,424815.06315789477,2300
330000,7,462488.8692579505,1360
270000,6,319581.3940298507,1500
495000,7,424734.60451977403,1610
225000,7,234284.0351758794,1420
716528,7,619944.1492281304,1750
260000,7,367091.48387096776,1510
471000,8,440232.31363636366,2330
690000,8,418019.36094674555,2690
548000,7,490377.1076923077,1700
505000,7,619944.1492281304,1020
325000,7,521740.0146788991,1160
682000,8,790734.704735376,2450
605000,8,645244.2264808363,2010
276200,8,302896.7392857143,1370
530000,7,585048.7790697674,1370
245000,7,294111.27857142856,1990
654950,9,682885.9898989899,2790
221900,6,240328.3717472119,780
466000,8,310612.75572519086,2240
383150,8,294111.27857142856,2210
657100,7,585048.7790697674,1390
539000,8,682885.9898989899,1800
400000,8,334921.0626780627,3320
215000,6,234284.0351758794,1960
489000,7,619944.1492281304,850
649000,10,790734.704735376,2980
700000,8,810289.6964285715,1980
268500,6,387011.5902636917,790
515000,7,521740.0146788991,1800
685000,9,617254.0212765958,2260
305000,7,594706.5422740525,800
950000,8,863228.9432314411,2490
292500,7,281194.8698060942,1610
270000,7,387011.5902636917,1850
450000,7,387011.5902636917,1850
535000,7,576834.808318264,1920
550000,8,612642.738317757,1740
457500,8,594706.5422740525,1430
136500,6,286742.81162324647,1420
224097,6,286742.81162324647,1420
254000,7,311580.33638025593,1560
335000,7,493625.3098290598,2030
594950,9,440232.31363636366,3280
350000,8,440232.31363636366,1360
169950,7,311580.33638025593,1180
432500,8,682885.9898989899,1940
440000,7,863228.9432314411,1300
233703,7,300340.40293040295,1650
310000,7,612642.738317757,1140
735000,10,617254.0212765958,2540
730000,10,420895.47536945814,3440
257000,7,310612.75572519086,1800
485000,8,585048.7790697674,1260
899000,8,676419.3921568628,2370
279000,7,469928.76772616134,1520
225000,7,334921.0626780627,1750
1360000,8,880077.752293578,2680
355000,7,529629.7824675324,1590
382500,7,521740.0146788991,1560
324360,8,316742.3905579399,2000
315000,8,286742.81162324647,2380
426000,7,387011.5902636917,2230
395000,8,294111.27857142856,2820
212644,5,423665.99,1570
510000,8,420895.47536945814,1845
85000,6,251296.24,830
235000,6,251296.24,830
295000,8,311580.33638025593,2030
720001,7,585048.7790697674,1430
313950,6,619944.1492281304,1510
415000,6,619944.1492281304,1510
305000,8,353619.07472527475,1610
625000,8,634558.1448275862,1600
490000,7,617254.0212765958,1420
269950,8,311580.33638025593,1660
2700000,8,803990.8194444445,4230
829000,9,585048.7790697674,3310
635000,7,790734.704735376,2470
217500,7,289078.3455882353,1040
270000,7,281194.8698060942,1850
1250000,8,594706.5422740525,4610
480000,8,424815.06315789477,2480
575000,8,792187.8738170346,2130
426950,7,493625.3098290598,2350
125000,6,234284.0351758794,920
208000,6,234284.0351758794,920
325000,7,353619.07472527475,1780
597157,8,803990.8194444445,2690
728725,8,612642.738317757,3010
708000,8,645244.2264808363,3180
1300000,11,790734.704735376,4120
405000,7,677215.034739454,1280
550000,7,619944.1492281304,1690
451000,7,529629.7824675324,2320
540500,8,464322.38976377953,3090
1030000,11,790734.704735376,5050
218000,7,286742.81162324647,1640
562000,8,803990.8194444445,2170
401500,8,311580.33638025593,3140
196700,7,240328.3717472119,1090
583000,8,859938.5542168674,1930
309900,7,334921.0626780627,2100
485000,9,353619.07472527475,3110
465000,6,418019.36094674555,930
595000,8,645244.2264808363,2050
254000,6,353619.07472527475,1160
488500,7,490377.1076923077,1820
260000,8,353619.07472527475,2110
166000,6,310612.75572519086,870
440000,6,576834.808318264,1080
375000,6,387011.5902636917,1260
529500,6,792187.8738170346,900
338000,6,585048.7790697674,750
335620,8,367091.48387096776,1800
464000,9,570073.5201465201,2220
354000,6,424734.60451977403,1390
601000,8,634558.1448275862,2160
285000,8,286742.81162324647,1840
462500,7,1096239.0074349442,1690
350000,8,294111.27857142856,2650
329000,7,387011.5902636917,1120
312500,7,353619.07472527475,2500
370000,7,493625.3098290598,2220
399900,7,521740.0146788991,1260
398000,6,424734.60451977403,1480
550500,7,618695.1090909091,930
709000,8,418019.36094674555,2780
402000,7,319581.3940298507,2770
450000,7,423736.9058295964,1530
524000,8,576834.808318264,2140
800000,10,440232.31363636366,4600
185000,7,304262.1082089552,1760
365000,7,304262.1082089552,1760
925000,9,619944.1492281304,3110
714000,8,645628.2261484099,2260
495000,7,645244.2264808363,1460
535000,7,387011.5902636917,2050
880000,8,1194873.6382978724,2340
150000,6,240328.3717472119,1230
554500,8,645628.2261484099,1880
520000,7,576834.808318264,1280
839990,9,677215.034739454,3660
500000,7,677215.034739454,1650
305000,6,281194.8698060942,1960
247800,7,418019.36094674555,1580
344200,8,311580.33638025593,2490
459950,8,490377.1076923077,2000
229900,7,296187.98046875,1550
750000,8,645628.2261484099,2820
509000,9,462488.8692579505,2600
680000,8,462488.8692579505,2200
661500,7,645244.2264808363,2500
370000,7,551768.5209125475,1270
785000,8,645244.2264808363,2900
355000,7,618695.1090909091,840
446000,7,585048.7790697674,1940
830000,8,645244.2264808363,3490
324000,8,311580.33638025593,1940
500000,8,570073.5201465201,2490
745000,7,1356523.9905362776,1390
1200000,8,1096239.0074349442,3940
385000,8,570073.5201465201,1760
565000,8,469928.76772616134,2560
465000,8,387011.5902636917,2300
401000,8,469928.76772616134,1770
385000,8,296187.98046875,2310
395000,8,304262.1082089552,2310
245000,6,240328.3717472119,2000
500000,7,634558.1448275862,1540
334000,7,304262.1082089552,2590
550000,7,810289.6964285715,980
216000,7,302896.7392857143,1730
340500,8,310612.75572519086,3070
375000,8,493625.3098290598,2100
600000,8,302896.7392857143,2080
375000,7,387011.5902636917,1890
536500,7,424734.60451977403,2000
599900,8,617053.9660194175,3030
750000,7,849714.8097826086,1110
355000,7,676419.3921568628,1650
590000,7,619944.1492281304,1410
680000,7,792187.8738170346,2140
429000,8,493625.3098290598,1860
581000,7,576834.808318264,1170
463800,7,803990.8194444445,980
2980000,13,859938.5542168674,7400
443000,8,594706.5422740525,1650
276200,7,286742.81162324647,1480
630000,9,462488.8692579505,4060
570000,7,863228.9432314411,1370
979700,10,792187.8738170346,2480
730000,8,619944.1492281304,2030
268450,7,286742.81162324647,2200
490000,7,387011.5902636917,1770
808000,8,576834.808318264,2550
350000,7,570073.5201465201,1250
695000,8,576834.808318264,2390
1230000,11,685675.8435374149,5730
309950,7,240328.3717472119,1120
134000,6,240328.3717472119,1270
645500,10,612642.738317757,2390
750000,7,849714.8097826086,1760
1400000,9,1096239.0074349442,2560
344900,7,676419.3921568628,1820
601450,8,585048.7790697674,1840
575000,8,634558.1448275862,1810
405000,7,302896.7392857143,2470
518000,9,424815.06315789477,2520
265000,7,423736.9058295964,1600
180000,6,311580.33638025593,1280
285000,7,281194.8698060942,1590
433000,7,464322.38976377953,2000
399000,8,493625.3098290598,1780
565000,7,645244.2264808363,1700
406500,7,240328.3717472119,1970
420000,7,859938.5542168674,1940
965000,8,585048.7790697674,3290
1380000,10,803990.8194444445,3500
353950,8,286742.81162324647,3260
847700,10,617053.9660194175,4230
185000,6,359496.2604166667,1590
269000,7,310612.75572519086,1010
422800,7,570073.5201465201,1820
379950,7,551768.5209125475,870
525000,7,521740.0146788991,1620
810000,9,586120.875,3980
