bedrooms,bathrooms,sqft_living15,price,grade,zipcode_valormedio,sqft_living
3,1.0,1620,370000,8,619944.1492281304,2150
3,2.0,1460,311000,6,355678.51612903224,1190
3,2.75,1570,260000,7,319581.3940298507,1730
3,1.75,1660,217500,7,294111.27857142856,1400
3,2.5,2200,290000,7,311580.33638025593,2200
3,1.5,2230,500000,6,803990.8194444445,960
3,2.0,1300,423500,7,418019.36094674555,1770
4,2.5,3940,715000,9,685675.8435374149,2970
3,2.5,1090,299000,7,418019.36094674555,1590
3,2.5,2340,635000,8,521740.0146788991,3350
4,2.5,3360,806000,10,790734.704735376,3370
3,2.5,2560,289950,7,420895.47536945814,1960
3,1.75,1770,280000,7,353619.07472527475,1360
3,2.5,1940,479950,9,353619.07472527475,2780
4,2.5,1890,394000,7,367091.48387096776,3000
4,2.5,3150,682000,9,682885.9898989899,3600
2,1.0,1120,409950,6,585048.7790697674,990
4,3.5,2390,1000000,9,594706.5422740525,2990
4,1.0,1810,436000,7,551768.5209125475,1200
3,1.0,1540,279000,7,240328.3717472119,1530
1,1.75,1440,390000,7,424734.60451977403,1440
3,1.75,1910,635000,7,489382.0170940171,1940
4,2.75,1960,304400,7,286742.81162324647,2140
5,1.75,2100,780000,7,619944.1492281304,2330
4,3.5,2270,520000,8,489382.0170940171,2734
3,1.75,1290,580000,7,469928.76772616134,1950
3,1.75,1550,274000,7,304262.1082089552,1440
3,2.25,1460,315000,7,353619.07472527475,1530
4,1.75,2130,390000,8,311580.33638025593,1910
5,2.0,1210,340000,7,423736.9058295964,1750
3,2.25,2320,502000,8,570073.5201465201,1600
3,1.75,1730,260000,8,493625.3098290598,1750
2,1.0,980,399000,6,618695.1090909091,940
2,1.0,1440,312500,7,319581.3940298507,880
3,1.75,2280,370000,7,423736.9058295964,1650
4,3.5,3340,1240000,10,1356523.9905362776,3820
3,1.5,2010,230000,8,286742.81162324647,1900
4,1.75,2540,1280000,9,792187.8738170346,3720
3,1.0,1330,294350,6,319581.3940298507,1410
3,1.0,960,208950,5,420895.47536945814,960
2,1.75,1810,515000,8,677215.034739454,1930
4,2.5,3310,965000,11,617053.9660194175,3420
4,2.75,1940,925000,9,634558.1448275862,3010
4,1.0,2030,654500,8,619944.1492281304,1780
4,2.5,1850,364000,8,493625.3098290598,2080
2,1.0,1030,150000,7,234284.0351758794,1250
5,3.0,1540,349950,8,289078.3455882353,2257
3,1.5,1750,585000,7,576834.808318264,1670
4,2.25,2730,801501,9,617254.0212765958,2250
3,1.75,2520,610000,7,586120.875,1650
5,2.25,2370,382000,8,311580.33638025593,2880
4,3.0,2230,495000,9,316742.3905579399,3620
3,1.75,1660,447500,8,619944.1492281304,1950
4,2.5,1560,575000,7,645628.2261484099,2280
2,1.75,2020,565000,7,594706.5422740525,1740
3,1.0,1340,348580,7,521740.0146788991,1220
4,1.75,2390,459000,8,645244.2264808363,2260
4,2.0,1790,375000,7,424815.06315789477,1790
4,2.5,1860,310000,7,296187.98046875,2440
3,1.5,2210,210000,7,294111.27857142856,1400
3,2.75,1810,384205,8,529629.7824675324,1810
2,1.0,1400,180000,7,304262.1082089552,1400
2,1.0,1400,310000,7,304262.1082089552,1400
4,2.5,1870,427500,7,462488.8692579505,2010
3,3.0,1140,780000,8,849714.8097826086,2520
3,2.25,3510,1760000,10,2161300.0,3060
4,2.5,1610,339950,7,367091.48387096776,2150
3,2.25,2920,820000,10,859938.5542168674,2880
2,2.0,1350,398000,8,677215.034739454,1300
3,1.75,2420,492000,8,617053.9660194175,2770
4,1.5,1450,240000,8,251296.24,1780
4,3.5,3440,599950,10,311580.33638025593,3730
2,1.0,1620,105500,5,284908.5964912281,930
2,1.0,1620,445000,5,284908.5964912281,930
2,1.75,1810,390500,7,316742.3905579399,1460
3,2.0,1310,255000,7,311580.33638025593,1310
4,2.5,2270,675750,9,612642.738317757,2770
3,3.25,2950,1640000,10,880077.752293578,3140
4,2.5,2150,353500,7,367091.48387096776,1770
3,1.0,1380,765000,7,1356523.9905362776,1220
4,2.5,2190,563500,8,529629.7824675324,2190
4,2.0,1400,439000,7,418019.36094674555,1800
5,2.75,3230,975000,9,1194873.6382978724,3100
3,2.5,2060,469900,7,529629.7824675324,2270
3,1.0,1120,252000,6,423736.9058295964,1300
3,2.0,1870,495000,7,464322.38976377953,1769
6,2.5,2790,570000,8,464322.38976377953,3370
4,2.5,1920,327000,7,594706.5422740525,1630
2,2.25,2070,898000,8,792187.8738170346,2470
4,2.5,2170,300000,8,281194.8698060942,2600
3,2.0,2460,418500,8,685675.8435374149,1800
4,2.5,2260,450000,7,420895.47536945814,2240
3,2.0,1960,403000,8,464322.38976377953,1960
3,1.0,1410,440000,7,387011.5902636917,1710
4,1.75,1590,350000,7,418019.36094674555,2140
3,2.0,1410,240000,6,387011.5902636917,1400
2,1.0,1600,460000,6,579109.8082706766,890
4,1.0,2050,825000,8,899607.6730769231,1820
3,2.25,1815,267500,7,334921.0626780627,1860
3,1.0,1260,201000,7,281194.8698060942,1220
3,2.75,2420,479500,8,529629.7824675324,2300
2,1.0,1140,210000,7,334921.0626780627,1520
2,1.0,1160,445000,7,585048.7790697674,1440
3,1.75,1200,265000,7,423736.9058295964,1170
3,1.75,1200,399000,7,423736.9058295964,1170
4,2.25,2650,785000,9,682885.9898989899,3200
5,2.5,4050,831500,11,570073.5201465201,4470
4,2.5,2200,360000,7,311580.33638025593,2570
3,2.5,2500,655000,9,420895.47536945814,2370
4,1.5,1630,449950,7,521740.0146788991,1800
5,2.5,2080,612000,8,645244.2264808363,2300
3,2.5,1870,575000,8,493625.3098290598,3240
3,2.5,3100,557000,9,490377.1076923077,2280
4,1.75,2060,375000,6,420895.47536945814,1870
3,2.25,1850,369000,7,334921.0626780627,1820
5,2.75,1690,330000,7,418019.36094674555,2390
4,1.75,2140,1030000,8,863228.9432314411,2110
2,1.0,1570,550000,7,585048.7790697674,980
3,1.75,1340,338000,7,423736.9058295964,1250
4,2.5,3410,1900000,9,1356523.9905362776,3680
3,1.0,2380,235000,7,418019.36094674555,2230
1,1.0,1190,349950,6,387011.5902636917,1230
5,2.5,1520,300000,7,353619.07472527475,2093
3,1.75,1610,431000,7,420895.47536945814,1660
5,2.5,1630,280000,7,311580.33638025593,1630
4,2.5,2236,295000,7,286742.81162324647,1677
4,2.5,2640,445000,7,367091.48387096776,2990
5,1.0,1460,550000,7,529629.7824675324,2150
4,2.5,3090,515000,9,586120.875,2890
3,2.5,2960,555000,9,304262.1082089552,3050
3,2.5,1290,265000,7,359496.2604166667,1410
4,2.5,1690,597000,8,585048.7790697674,2280
2,1.0,1830,661000,7,792187.8738170346,1260
3,2.0,1740,362764,7,677215.034739454,1460
4,2.5,1600,427000,8,469928.76772616134,1600
3,1.75,1950,405000,7,490377.1076923077,2020
3,1.5,1550,157000,7,302896.7392857143,1170
3,1.5,1550,246500,7,302896.7392857143,1170
2,1.5,1280,386500,7,685675.8435374149,1280
4,2.5,1960,300000,8,286742.81162324647,2680
3,1.75,2120,240000,8,286742.81162324647,1770
5,3.5,2620,818500,9,859938.5542168674,4790
3,1.75,1410,249000,7,316742.3905579399,1300
4,2.25,2260,580000,8,617053.9660194175,2610
4,2.5,4760,2340000,13,859938.5542168674,4500
4,2.5,2060,333000,8,311580.33638025593,2100
2,2.0,1670,230000,7,316742.3905579399,1340
3,1.0,1120,360500,6,418019.36094674555,970
3,1.75,1800,265000,8,251296.24,2200
2,1.0,2250,490000,7,618695.1090909091,990
2,1.75,1470,600000,7,579109.8082706766,1180
3,1.0,1220,307500,7,521740.0146788991,980
4,2.25,2350,670000,8,803990.8194444445,2370
3,1.5,1770,247200,7,234284.0351758794,1910
4,4.5,3390,2600000,11,617053.9660194175,5270
3,1.75,1570,440000,7,645628.2261484099,1430
4,2.5,2140,700000,8,612642.738317757,2490
4,2.0,1390,756100,8,424734.60451977403,2000
4,2.75,2230,555000,8,859938.5542168674,2600
5,3.5,2060,830000,8,594706.5422740525,2880
3,1.0,1090,180000,6,316742.3905579399,1010
5,3.5,3130,775000,9,645244.2264808363,3290
4,1.75,1620,220000,6,234284.0351758794,1530
4,2.75,2210,650000,9,810289.6964285715,2020
3,1.75,1340,410000,7,803990.8194444445,1340
4,2.5,2180,339995,7,367091.48387096776,2180
5,1.75,2940,1160000,9,645628.2261484099,2870
3,2.75,2000,440000,7,289078.3455882353,2070
2,1.75,1100,275000,6,319581.3940298507,930
3,2.5,2790,766000,9,645244.2264808363,2270
3,2.25,1630,231500,7,286742.81162324647,1630
3,2.0,2040,472000,9,440232.31363636366,2770
4,2.5,4280,1330000,12,645244.2264808363,4010
4,1.75,1710,265000,7,310612.75572519086,1970
2,1.0,960,325000,7,418019.36094674555,790
3,1.75,1370,364500,7,387011.5902636917,1740
2,1.0,1010,322500,6,423736.9058295964,1130
3,1.75,1430,338900,7,418019.36094674555,1180
5,2.5,1840,910000,9,1096239.0074349442,2350
5,2.5,1840,1020000,9,1096239.0074349442,2350
3,1.75,1850,459950,6,464322.38976377953,1850
4,3.0,2950,584950,9,493625.3098290598,3220
3,1.75,1620,252000,7,286742.81162324647,2050
3,2.5,1670,270000,7,316742.3905579399,1430
4,2.5,3740,750000,10,790734.704735376,3210
3,1.75,2140,775000,8,618695.1090909091,3520
3,2.5,2250,325000,8,286742.81162324647,2260
5,3.25,3210,810000,9,685675.8435374149,3290
2,2.25,1640,409000,8,462488.8692579505,1640
4,1.75,830,400000,7,594706.5422740525,1580
4,2.25,1800,530000,7,387011.5902636917,1940
3,2.25,2253,580000,7,803990.8194444445,1580
3,1.75,2310,491300,7,685675.8435374149,1750
4,2.75,1750,272000,7,296187.98046875,1810
3,2.5,2910,599950,9,316742.3905579399,1970
3,2.5,1870,464000,8,612642.738317757,1770
3,1.75,1800,471001,7,585048.7790697674,1800
3,1.5,1830,230000,7,300340.40293040295,1500
3,1.0,1230,358000,6,645628.2261484099,940
3,2.25,1970,510000,7,619944.1492281304,2340
3,1.0,840,86500,6,286742.81162324647,840
3,1.0,840,199950,6,286742.81162324647,840
3,3.25,4400,1710000,10,880077.752293578,2940
3,2.75,2000,850000,9,424734.60451977403,3180
4,2.5,1520,542000,7,576834.808318264,2020
2,1.0,780,102500,5,319581.3940298507,820
3,1.75,1300,718000,8,440232.31363636366,4060
4,2.25,2660,625000,8,645628.2261484099,2660
3,1.0,1220,350000,7,423736.9058295964,1010
2,1.0,1150,216000,6,319581.3940298507,710
3,1.0,1070,340000,7,387011.5902636917,980
3,1.0,1770,505000,7,792187.8738170346,1100
5,2.5,2740,372000,8,281194.8698060942,2840
4,2.25,2270,263850,8,286742.81162324647,2300
4,3.25,2770,1350000,11,302896.7392857143,5370
4,2.5,1970,325000,8,353619.07472527475,2280
2,1.0,1030,289000,6,319581.3940298507,1010
3,2.25,1920,364000,7,462488.8692579505,1420
4,2.5,2100,610000,8,803990.8194444445,2100
4,2.75,1880,531500,8,423665.99,3110
3,2.25,1720,402500,8,462488.8692579505,2160
2,1.0,1300,375000,5,551768.5209125475,820
5,2.5,2030,537500,8,418019.36094674555,4340
3,1.75,2000,375000,8,289078.3455882353,2100
4,1.75,1410,293550,7,302896.7392857143,1250
6,3.0,2600,585000,8,682885.9898989899,3870
2,2.5,1360,225000,6,367091.48387096776,1360
4,1.0,1520,185000,7,359496.2604166667,1400
3,1.5,1350,402000,7,521740.0146788991,1450
5,1.75,1720,585000,7,617254.0212765958,1880
2,2.5,1430,549000,9,585048.7790697674,1380
3,2.25,2370,1810000,9,792187.8738170346,2910
3,1.75,1670,345000,7,521740.0146788991,1380
3,2.25,1770,302500,7,302896.7392857143,3100
4,1.75,2170,218500,7,311580.33638025593,1400
2,2.0,1700,705000,7,585048.7790697674,1650
3,1.0,920,191000,6,311580.33638025593,840
3,2.5,2190,695000,9,677215.034739454,2550
2,2.75,1690,350000,7,240328.3717472119,2820
3,1.75,1200,480000,7,551768.5209125475,1710
3,1.0,1120,220000,6,311580.33638025593,820
4,2.25,2520,535000,7,790734.704735376,2620
2,1.75,3150,1000000,10,676419.3921568628,2430
3,1.75,1370,592000,8,576834.808318264,1560
4,2.5,3110,775000,9,645244.2264808363,3060
3,2.5,2160,320000,7,420895.47536945814,1680
3,3.25,3430,760000,10,464322.38976377953,3320
3,2.5,2370,640000,9,685675.8435374149,2390
3,1.0,1250,253200,5,420895.47536945814,1360
2,1.0,1730,228000,7,296187.98046875,1800
3,1.0,1160,325000,7,682885.9898989899,1160
4,3.25,2500,530000,8,617053.9660194175,4160
4,2.25,1960,300000,7,367091.48387096776,1660
3,2.0,1410,418000,7,585048.7790697674,1410
4,1.75,2300,415000,8,310612.75572519086,2230
3,2.5,1700,384000,7,529629.7824675324,1700
3,2.5,2030,325000,8,296187.98046875,2070
3,1.75,2720,600000,8,462488.8692579505,2300
4,2.25,2430,760000,9,810289.6964285715,3040
2,1.5,1180,168000,8,302896.7392857143,1220
3,1.0,1550,405000,7,792187.8738170346,960
3,1.0,1430,479000,7,617254.0212765958,1480
3,2.0,1560,549000,7,585048.7790697674,1560
3,1.5,1570,215000,7,281194.8698060942,1100
2,1.5,1300,550000,7,618695.1090909091,900
4,1.75,1530,389000,7,387011.5902636917,2400
3,2.5,2300,447500,8,440232.31363636366,2320
5,3.0,2020,540000,8,521740.0146788991,2570
4,2.75,1670,273500,7,311580.33638025593,1300
5,2.75,2930,257000,9,493625.3098290598,2930
2,1.0,970,199000,6,353619.07472527475,720
4,2.5,2210,339100,8,334921.0626780627,2350
4,2.5,2550,435000,9,353619.07472527475,2940
3,2.5,1670,400000,6,418019.36094674555,2020
2,1.0,2300,356000,7,529629.7824675324,1430
3,1.0,1410,395000,7,469928.76772616134,950
2,1.0,1520,575000,7,585048.7790697674,1250
3,1.75,1090,515000,6,618695.1090909091,1300
4,3.25,1730,618250,8,619944.1492281304,2520
3,1.5,1570,245000,7,521740.0146788991,1330
3,2.75,2160,690000,9,1096239.0074349442,2480
5,2.25,1760,465000,7,617053.9660194175,3020
3,1.75,2060,280000,7,286742.81162324647,1770
3,1.75,2030,285000,7,304262.1082089552,1930
3,2.25,2010,320000,7,367091.48387096776,1650
4,3.0,1900,355000,7,489382.0170940171,2580
3,2.0,2660,670000,8,645628.2261484099,2570
1,1.0,1400,550000,7,424734.60451977403,2880
4,2.75,1830,765000,8,585048.7790697674,2660
3,1.0,1560,430000,7,418019.36094674555,1560
3,2.5,2500,950000,9,792187.8738170346,3080
4,1.75,1650,525000,7,418019.36094674555,2540
6,2.5,1850,300000,7,296187.98046875,3080
3,2.75,2190,345000,8,294111.27857142856,2190
3,3.75,2070,838000,8,353619.07472527475,2930
5,2.75,3750,1800000,9,1356523.9905362776,2880
3,1.75,2004,390000,8,311580.33638025593,2160
3,2.0,2690,1150000,7,790734.704735376,2110
4,2.25,1960,295000,7,296187.98046875,1830
4,4.0,2000,775000,8,619944.1492281304,3180
3,2.5,2120,380000,8,367091.48387096776,1880
3,1.0,1510,550000,7,810289.6964285715,1140
5,1.75,1300,199900,7,281194.8698060942,1798
3,1.75,1990,329900,7,418019.36094674555,1670
3,2.25,2580,898000,8,810289.6964285715,2580
4,2.25,3180,875000,8,790734.704735376,3720
4,2.5,1660,375000,9,302896.7392857143,2790
3,2.5,2200,365000,8,367091.48387096776,2190
4,2.75,1680,530000,7,619944.1492281304,2280
3,1.0,920,225500,6,311580.33638025593,1100
4,2.25,2000,318000,8,304262.1082089552,2180
4,2.5,3040,910000,9,617053.9660194175,2770
3,1.0,1356,207000,7,281194.8698060942,1980
5,3.5,2950,1890000,11,1356523.9905362776,4180
6,3.0,2890,624500,8,790734.704735376,3030
3,2.5,1910,640000,8,792187.8738170346,1690
3,2.0,2120,500000,8,617053.9660194175,1990
5,1.75,1940,390000,7,521740.0146788991,2250
3,2.25,2080,284000,7,311580.33638025593,2080
3,2.0,2500,620000,8,617053.9660194175,2460
3,2.5,2403,306000,8,311580.33638025593,2588
4,1.75,2200,495000,8,685675.8435374149,2570
3,2.5,2280,499950,7,424815.06315789477,2370
3,1.0,1840,330000,7,570073.5201465201,1070
3,2.0,990,665000,7,579109.8082706766,1940
3,2.5,1870,850000,8,849714.8097826086,2650
4,2.5,2150,599950,8,612642.738317757,2290
4,2.5,1510,360000,8,464322.38976377953,2050
3,2.5,2780,699000,9,645244.2264808363,2680
3,1.75,1040,475000,6,576834.808318264,1520
3,2.0,1700,575000,8,489382.0170940171,2690
2,1.5,1170,345000,7,594706.5422740525,1180
4,2.5,2650,367950,8,281194.8698060942,3030
3,2.25,2180,374500,8,462488.8692579505,1400
4,2.5,1550,607500,8,469928.76772616134,3000
3,1.0,1220,374000,7,570073.5201465201,1200
3,1.0,1000,390000,7,469928.76772616134,1000
4,3.25,1770,705000,9,585048.7790697674,2740
3,2.5,2650,467000,8,529629.7824675324,1990
3,3.0,1330,243500,6,302896.7392857143,2110
3,2.75,2310,593000,10,617053.9660194175,1830
3,1.0,1050,223000,6,359496.2604166667,940
4,2.5,2980,574000,9,367091.48387096776,2980
3,2.0,2080,400000,7,304262.1082089552,2260
4,2.75,2950,772000,8,810289.6964285715,3470
3,1.75,1310,593777,7,645244.2264808363,1510
4,3.5,2500,539500,8,355678.51612903224,2710
3,2.5,1760,550000,8,612642.738317757,2080
2,2.0,1250,265000,8,310612.75572519086,1860
3,1.75,2200,428000,7,570073.5201465201,2120
3,2.0,1410,505000,7,619944.1492281304,1110
5,5.5,3840,925000,11,529629.7824675324,5190
3,1.75,2270,230000,8,286742.81162324647,1520
4,2.5,2710,695000,10,612642.738317757,2650
4,2.75,3870,700000,9,529629.7824675324,3350
3,1.75,1630,712500,7,585048.7790697674,1770
3,2.5,2440,480000,8,490377.1076923077,2200
3,2.5,2110,470000,7,521740.0146788991,2000
3,1.75,1900,335000,7,455617.1129032258,1730
3,1.5,1630,270000,7,296187.98046875,1300
5,3.25,2620,810000,8,570073.5201465201,2950
3,3.0,1720,589000,8,849714.8097826086,1720
2,1.0,1370,415000,7,619944.1492281304,880
4,2.25,1740,197000,7,353619.07472527475,1790
3,1.5,1570,235500,7,294111.27857142856,1380
3,2.25,1800,460000,8,594706.5422740525,1530
5,1.75,2120,572500,8,551768.5209125475,2330
5,2.0,2260,302000,7,493625.3098290598,1540
3,2.5,2630,870000,10,803990.8194444445,3210
3,1.0,1510,485000,7,792187.8738170346,1130
3,2.0,1580,240000,7,294111.27857142856,1460
3,1.75,1550,383000,7,521740.0146788991,1410
4,2.75,1700,750000,8,634558.1448275862,1750
2,1.75,1200,409950,6,585048.7790697674,1370
3,1.5,1130,246000,7,240328.3717472119,1780
4,1.75,1890,860000,7,619944.1492281304,1890
3,2.25,1730,339950,7,353619.07472527475,1630
5,1.75,1410,315000,7,464322.38976377953,2320
3,2.5,2480,698000,9,685675.8435374149,2580
2,2.5,1510,419000,8,617254.0212765958,1470
3,1.0,2580,372000,7,645244.2264808363,2298
3,2.5,1700,425000,7,529629.7824675324,1960
3,2.25,2060,386500,8,469928.76772616134,2950
2,1.0,860,348000,5,469928.76772616134,670
5,3.5,3680,754000,10,1194873.6382978724,3020
4,3.0,930,269950,7,234284.0351758794,2390
3,2.5,3400,891500,10,790734.704735376,3090
4,1.75,1860,349950,7,355678.51612903224,1780
2,1.0,1490,360000,7,304262.1082089552,1420
4,2.25,2870,975000,8,1356523.9905362776,2420
4,2.0,1480,449250,7,387011.5902636917,1480
4,2.25,1900,350000,7,493625.3098290598,2190
4,1.75,2130,790000,7,579109.8082706766,1820
3,1.75,3540,990000,9,1194873.6382978724,1810
3,2.25,1680,834000,9,1096239.0074349442,2550
3,1.0,1110,466950,7,576834.808318264,1360
3,1.75,1980,262500,7,281194.8698060942,2259
4,2.5,3240,762300,10,685675.8435374149,3880
6,2.75,2090,733000,8,579109.8082706766,2730
4,2.5,3060,439000,7,462488.8692579505,2800
5,3.25,1920,1160000,10,1096239.0074349442,4290
3,2.5,1820,420000,8,685675.8435374149,1770
3,2.25,2000,549000,8,685675.8435374149,1920
4,2.5,1490,518000,8,634558.1448275862,2320
4,2.5,2620,695000,9,790734.704735376,2961
3,2.5,1970,485000,8,685675.8435374149,1680
3,1.75,1820,280000,6,367091.48387096776,1590
2,1.0,1900,306500,6,286742.81162324647,1420
2,1.0,1690,720000,6,1356523.9905362776,1370
3,2.5,1670,277500,7,316742.3905579399,2620
3,2.0,2180,649000,8,464322.38976377953,1810
4,3.5,3250,3400000,10,803990.8194444445,4730
2,1.0,920,267800,6,423736.9058295964,700
4,2.75,2090,625000,8,612642.738317757,2390
4,2.5,2050,600000,9,469928.76772616134,2070
4,2.0,1180,395000,7,423736.9058295964,1780
4,2.5,1240,212000,7,302896.7392857143,1900
2,1.0,1420,425000,7,576834.808318264,1040
4,1.75,2100,870000,8,585048.7790697674,2370
3,2.5,1970,420000,7,529629.7824675324,1970
4,2.25,1890,800000,8,617053.9660194175,2120
3,2.5,2520,575000,8,490377.1076923077,1960
3,3.25,2660,915000,9,634558.1448275862,2660
3,2.25,1860,400000,7,521740.0146788991,1180
3,2.5,2010,750000,8,618695.1090909091,2390
3,1.0,1250,235000,7,311580.33638025593,1250
5,3.0,2150,599950,8,469928.76772616134,2600
2,1.0,1680,481203,7,619944.1492281304,940
5,3.0,3470,1820000,10,1194873.6382978724,3880
3,2.5,1370,379000,7,803990.8194444445,1530
3,1.75,1320,626000,7,576834.808318264,2430
2,1.0,1530,535000,7,585048.7790697674,1030
4,2.5,2760,1230000,9,2161300.0,2740
2,1.5,1137,410000,7,619944.1492281304,1180
4,2.5,2690,940000,8,859938.5542168674,3090
3,1.0,1320,326250,7,521740.0146788991,1060
2,1.0,1030,200000,6,310612.75572519086,790
4,2.5,2270,880000,8,810289.6964285715,3070
2,2.0,1440,370000,9,455617.1129032258,2100
2,2.5,1610,190000,8,304262.1082089552,1100
2,1.0,1150,160000,6,234284.0351758794,1070
4,3.0,3050,625000,9,521740.0146788991,2190
4,3.5,3450,590000,10,353619.07472527475,3450
3,2.5,2070,575000,8,803990.8194444445,2070
2,1.0,1550,470000,7,585048.7790697674,1190
2,1.0,1130,130000,4,617053.9660194175,600
3,1.0,1190,229000,7,420895.47536945814,940
3,1.0,1610,279900,6,286742.81162324647,1280
3,1.0,1160,307000,7,455617.1129032258,1370
3,1.75,1790,399950,7,455617.1129032258,2450
4,2.25,2390,405000,7,490377.1076923077,1970
4,2.75,1970,539950,8,859938.5542168674,2910
2,1.0,980,129000,6,251296.24,760
3,1.75,1470,340000,7,490377.1076923077,1270
3,1.75,1380,214950,7,311580.33638025593,1570
4,2.75,2300,450000,8,418019.36094674555,2310
3,1.75,1420,515000,7,319581.3940298507,1900
4,2.25,2740,1400000,9,1096239.0074349442,3780
3,1.0,1310,230000,7,289078.3455882353,1060
3,1.75,2430,681000,8,859938.5542168674,1880
3,1.0,1300,255000,6,359496.2604166667,1160
2,1.0,1490,580000,7,585048.7790697674,860
2,2.0,1590,295000,7,304262.1082089552,1590
2,1.0,1550,286000,7,551768.5209125475,1170
3,1.5,1256,425000,7,469928.76772616134,1190
2,1.0,1360,170000,7,294111.27857142856,1300
3,2.0,1660,380000,7,551768.5209125475,1660
3,2.0,1150,506000,7,619944.1492281304,1160
3,2.5,1890,315000,7,300340.40293040295,1950
4,2.5,2400,449950,8,529629.7824675324,2470
3,1.0,1900,255000,7,420895.47536945814,1430
3,2.5,2020,289000,7,281194.8698060942,1970
3,1.75,1350,389000,7,617053.9660194175,1400
3,1.5,1750,327000,7,316742.3905579399,1510
7,3.0,3050,2890000,10,1096239.0074349442,5350
3,1.0,1860,210000,6,418019.36094674555,920
4,3.75,2840,1680000,11,859938.5542168674,7620
4,2.5,2510,360000,7,420895.47536945814,2490
4,2.5,3670,875000,11,682885.9898989899,3030
4,2.25,2180,550000,8,645628.2261484099,1650
3,1.5,1210,257500,7,359496.2604166667,1210
4,2.75,2510,1080000,8,594706.5422740525,2990
2,1.0,1130,202950,6,311580.33638025593,1060
4,1.75,2320,622000,8,576834.808318264,2680
4,1.75,1870,455000,8,570073.5201465201,1790
3,2.5,3610,805000,10,685675.8435374149,2690
2,1.0,1550,257000,6,387011.5902636917,770
5,2.5,2570,744500,8,810289.6964285715,2700
4,2.5,2240,885000,8,803990.8194444445,2620
2,2.25,940,355000,8,594706.5422740525,930
3,1.0,1850,240000,7,311580.33638025593,1340
3,1.5,1750,169000,6,286742.81162324647,1470
3,2.5,2940,639900,8,645244.2264808363,2330
3,1.75,2030,292000,7,300340.40293040295,1730
4,2.5,3160,563500,9,529629.7824675324,2780
2,2.0,1670,389000,8,677215.034739454,1200
4,3.25,3930,2750000,10,2161300.0,4430
3,2.0,1920,661000,8,803990.8194444445,1820
2,2.0,1640,344000,8,677215.034739454,1300
1,1.0,1170,510000,5,792187.8738170346,680
2,1.0,1100,289000,7,551768.5209125475,780
3,2.25,1720,365000,8,420895.47536945814,2430
3,1.5,1820,410000,7,617053.9660194175,1750
3,1.0,1270,535610,7,576834.808318264,1610
4,1.75,1820,397950,8,464322.38976377953,2120
3,1.75,1430,284000,7,355678.51612903224,1430
4,1.5,1300,201000,7,240328.3717472119,1360
4,2.25,1530,734000,7,576834.808318264,2530
5,3.0,3200,357500,7,334921.0626780627,3270
5,2.5,2030,550120,8,645244.2264808363,2620
3,1.5,2260,300000,8,281194.8698060942,1810
3,2.5,1780,374950,8,296187.98046875,2120
4,1.75,2590,602500,8,790734.704735376,2190
3,1.0,980,221000,7,289078.3455882353,980
5,3.0,1280,920000,7,899607.6730769231,2230
4,2.0,1540,235000,7,418019.36094674555,1540
3,1.0,1280,375000,7,521740.0146788991,980
4,2.5,2190,599000,8,612642.738317757,2120
3,2.25,1760,562100,8,645244.2264808363,2090
3,2.5,1620,640000,8,1096239.0074349442,1620
3,2.0,1860,294000,7,240328.3717472119,1650
4,2.5,3740,714000,9,645244.2264808363,3230
4,3.25,2530,970000,9,676419.3921568628,2790
4,2.25,1540,280000,7,316742.3905579399,1600
4,2.5,1790,260000,7,300340.40293040295,1790
3,1.5,1900,294000,7,286742.81162324647,2060
4,1.0,1590,255500,5,334921.0626780627,1370
5,4.75,2940,3300000,11,645628.2261484099,6200
3,2.0,2060,450000,7,682885.9898989899,1510
3,1.0,1290,368000,7,570073.5201465201,1280
4,2.25,2090,830000,8,1356523.9905362776,2180
2,1.75,1250,282500,6,359496.2604166667,1440
3,2.25,1450,335000,7,586120.875,1580
2,2.0,1580,558000,6,618695.1090909091,1580
4,1.5,1510,270000,7,359496.2604166667,1730
2,1.0,1600,152000,4,300340.40293040295,700
4,1.75,1970,493000,7,521740.0146788991,2030
4,2.5,2710,740000,10,859938.5542168674,2500
3,2.5,2605,789800,9,803990.8194444445,2605
2,1.0,1480,275000,6,576834.808318264,910
6,2.5,2780,1500000,11,1096239.0074349442,3560
3,1.75,1480,424000,7,579109.8082706766,1140
2,1.0,1930,715000,5,618695.1090909091,1000
4,2.5,2670,600000,9,420895.47536945814,3010
2,1.75,2120,802000,9,359496.2604166667,2110
3,1.0,1090,165000,6,289078.3455882353,910
4,3.25,1720,750000,8,1096239.0074349442,2050
2,1.0,1160,405000,7,685675.8435374149,1090
3,2.5,2320,521900,9,570073.5201465201,2100
3,1.0,1270,275000,7,521740.0146788991,1000
5,3.25,2460,600000,9,353619.07472527475,4410
3,1.75,2140,442500,8,353619.07472527475,1800
2,1.0,1410,229950,6,310612.75572519086,920
3,2.0,1390,274950,7,311580.33638025593,1410
3,1.75,1410,407185,8,489382.0170940171,1860
4,2.5,1980,468000,7,570073.5201465201,2100
2,1.0,1420,450000,7,576834.808318264,1030
2,1.0,1110,219950,7,316742.3905579399,940
2,2.5,1540,275000,7,462488.8692579505,1340
2,1.0,1100,229950,6,310612.75572519086,850
3,1.75,1710,675000,7,899607.6730769231,2130
